8.6046 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
8.6090 	INFO 	Loaded monitor calibration from ['2024_05_21 12:08']
9.0327 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000291190A2AC0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000291190A2A60>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([1, 1, 1]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000291190A28B0>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002911F62A730>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.0329 	EXP 	window1: mouseVisible = True
9.0330 	EXP 	window1: backgroundImage = ''
9.0330 	EXP 	window1: backgroundFit = 'none'
9.0333 	EXP 	window1: mouseVisible = True
9.0336 	EXP 	window1: mouseVisible = True
9.0378 	EXP 	window1: mouseVisible = True
9.0386 	EXP 	window1: mouseVisible = True
9.0451 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0466 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0480 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0498 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0515 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0529 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0543 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0560 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0569 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0579 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0592 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0606 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0619 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0631 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0643 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0656 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0674 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0690 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0702 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0718 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0730 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0735 	DEBUG 	Uploading Texture Font fontname to graphics card
9.0804 	DEBUG 	Upload of Texture Font fontname complete
9.0822 	EXP 	window1: mouseVisible = True
9.0824 	EXP 	window1: mouseVisible = True
9.0838 	EXP 	window1: mouseVisible = True
9.0848 	EXP 	window1: mouseVisible = True
9.1208 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.1242 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.1272 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.1277 	DEBUG 	Uploading Texture Font fontname to graphics card
9.1324 	DEBUG 	Upload of Texture Font fontname complete
9.1369 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
9.1369 	EXP 	window1: recordFrameIntervals = False
9.3059 	EXP 	window1: recordFrameIntervals = True
9.4899 	EXP 	Screen (0) actual frame rate measured at 60.30Hz
9.4900 	EXP 	window1: recordFrameIntervals = False
9.4902 	EXP 	window1: mouseVisible = False
9.4912 	EXP 	window1: mouseVisible = True
9.4917 	EXP 	window1: mouseVisible = True
9.4929 	EXP 	window1: mouseVisible = True
9.4939 	EXP 	window1: mouseVisible = True
9.5020 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5043 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5070 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5095 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5118 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5139 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5154 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5177 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5207 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5227 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5232 	DEBUG 	Uploading Texture Font fontname to graphics card
9.5241 	DEBUG 	Upload of Texture Font fontname complete
9.5266 	EXP 	window1: mouseVisible = True
9.5268 	EXP 	window1: mouseVisible = True
9.5275 	EXP 	window1: mouseVisible = True
9.5280 	EXP 	window1: mouseVisible = True
9.5937 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
13.7305 	INFO 	keyboard.Keyboard is using iohub backend.
13.7306 	INFO 	keyboard.Keyboard is using iohub backend.
13.7306 	INFO 	keyboard.Keyboard is using iohub backend.
13.7307 	INFO 	keyboard.Keyboard is using iohub backend.
13.7307 	INFO 	keyboard.Keyboard is using iohub backend.
13.7307 	INFO 	keyboard.Keyboard is using iohub backend.
13.7308 	EXP 	article1: status = STARTED
13.7312 	EXP 	window1: mouseVisible = True
13.8589 	EXP 	Created text1 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='Arabic', name='text1', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
13.8592 	EXP 	window1: mouseVisible = True
13.8615 	EXP 	Created fixation1 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([-1, -1, -1]), fillColorSpace='rgb', fillRGB=array([-1, -1, -1]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1., -1., -1.]), lineWidth=0.08, name='fixation1', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.03, 0.06]), units='norm', vertices=ndarray(...), win=Window(...), windingRule=None)
13.8617 	EXP 	window1: mouseVisible = True
13.8681 	EXP 	Created left_image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='left_image', opacity=1.0, ori=0.0, pos=array([-0.5,  0. ]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
13.8683 	EXP 	window1: mouseVisible = True
13.8725 	EXP 	Created right_image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='right_image', opacity=1.0, ori=0.0, pos=array([0.5, 0. ]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
13.8727 	EXP 	window1: mouseVisible = True
13.8740 	EXP 	Created polygon = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-5.0, draggable=False, fillColor=array([0., 0., 0.]), fillColorSpace='rgb', fillRGB=array([0., 0., 0.]), interpolate=True, lineColor=array([-0.5765,  0.0039,  1.    ]), lineColorSpace='rgb', lineRGB=array([-0.5765,  0.0039,  1.    ]), lineWidth=20.0, name='polygon', opacity=0.3, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), units='height', vertices=ndarray(...), win=Window(...))
13.8742 	EXP 	window1: mouseVisible = True
13.8744 	EXP 	window1: mouseVisible = True
13.8752 	EXP 	window1: mouseVisible = True
13.8764 	EXP 	window1: mouseVisible = True
13.8825 	EXP 	window1: mouseVisible = True
13.8828 	EXP 	window1: mouseVisible = True
13.8840 	EXP 	window1: mouseVisible = True
13.8847 	EXP 	window1: mouseVisible = True
13.8893 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.8910 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.8924 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.8937 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.8946 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.8955 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.8968 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.8979 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.8988 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.8991 	DEBUG 	Uploading Texture Font fontname to graphics card
13.9034 	DEBUG 	Upload of Texture Font fontname complete
13.9053 	EXP 	window1: mouseVisible = True
13.9055 	EXP 	window1: mouseVisible = True
13.9065 	EXP 	window1: mouseVisible = True
13.9073 	EXP 	window1: mouseVisible = True
13.9126 	EXP 	window1: mouseVisible = True
13.9128 	EXP 	window1: mouseVisible = True
13.9134 	EXP 	window1: mouseVisible = True
13.9139 	EXP 	window1: mouseVisible = True
13.9188 	EXP 	window1: mouseVisible = True
13.9205 	EXP 	Created text_no_resp = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=-8.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='Arabic', name='text_no_resp', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
13.9207 	EXP 	window1: mouseVisible = True
