20.9480 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
20.9494 	INFO 	Loaded monitor calibration from ['2024_05_21 12:08']
21.3536 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000023A3B61AB20>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000023A3B61AAC0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([1, 1, 1]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000023A3B61A910>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000023A3B9B9790>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
21.3538 	EXP 	window1: mouseVisible = True
21.3539 	EXP 	window1: backgroundImage = ''
21.3539 	EXP 	window1: backgroundFit = 'none'
21.3541 	EXP 	window1: mouseVisible = True
21.3544 	EXP 	window1: mouseVisible = True
21.3568 	EXP 	window1: mouseVisible = True
21.3576 	EXP 	window1: mouseVisible = True
21.3676 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
21.3698 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
21.3719 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
21.3742 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
21.3769 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
21.3789 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
21.3819 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
21.3860 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
21.3879 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
21.3898 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
21.3927 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
21.3956 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
21.3982 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
21.4007 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
21.4030 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
21.4054 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
21.4077 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
21.4092 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
21.4109 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
21.4142 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
21.4159 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
21.4164 	DEBUG 	Uploading Texture Font fontname to graphics card
21.4246 	DEBUG 	Upload of Texture Font fontname complete
21.4270 	EXP 	window1: mouseVisible = True
21.4273 	EXP 	window1: mouseVisible = True
21.4287 	EXP 	window1: mouseVisible = True
21.4294 	EXP 	window1: mouseVisible = True
21.4346 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
21.4363 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
21.4379 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
21.4382 	DEBUG 	Uploading Texture Font fontname to graphics card
21.4429 	DEBUG 	Upload of Texture Font fontname complete
21.4464 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
21.4465 	EXP 	window1: recordFrameIntervals = False
21.6155 	EXP 	window1: recordFrameIntervals = True
21.9331 	EXP 	Screen (0) actual frame rate measured at 59.89Hz
21.9332 	EXP 	window1: recordFrameIntervals = False
21.9334 	EXP 	window1: mouseVisible = False
21.9346 	EXP 	window1: mouseVisible = True
21.9352 	EXP 	window1: mouseVisible = True
21.9365 	EXP 	window1: mouseVisible = True
21.9376 	EXP 	window1: mouseVisible = True
21.9452 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
21.9471 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
21.9494 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
21.9519 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
21.9542 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
21.9565 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
21.9582 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
21.9612 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
21.9643 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
